Rank	Name	Rating	Year
57	Salo Landau	2518	1930
58	Emil Richter	2518	1930
59	Baldur Hönlinger	2518	1930
60	Erik Sr Andersen	2516	1930
61	Herman Steiner	2515	1930
62	Karel Opocenský	2514	1930
63	Paul Leonhardt	2513	1930
64	Jacques Mieses	2511	1930
65	Gösta Stoltz	2506	1930
66	Eugene Znosko-Borovsky	2505	1930
67	Roberto Grau	2505	1930
68	Kazimierz Makarczyk	2504	1930
69	Edward Sergeant	2503	1930
70	Johannes van den Bosch	2500	1930
71	Hans Müller	2499	1930
72	Harold Saunders	2498	1930
73	Jakob Seitz	2496	1930
74	Walter Michel	2491	1930
75	Oskar Hans Antze	2491	1930
76	Jindrich Engel	2491	1930
77	Abraham Baratz	2489	1930
78	Victor Soultanbéieff	2489	1930
79	Géza Nagy	2486	1930
80	Wilhelm Orbach	2485	1930
81	Simon Rotenstein	2484	1930
82	Willi Schlage	2482	1930
83	Zoltán Balla	2482	1930
84	Siegfried Wolf	2481	1930
85	R Max Blümich	2478	1930
86	Ramon Rey Ardid	2478	1930
87	Ladislaus Von Doery	2475	1930
88	Fritz Igel	2468	1930
89	Wilhelm Hilse	2468	1930
90	Imre König	2468	1930
91	Holger Norman Hansen	2468	1930
92	Henri Weenink	2467	1930
93	Berthold Koch	2467	1930
94	Josef Rejfír	2467	1930
95	Ladislav Proke	2466	1930
96	Wilhelm Schoenmann	2464	1930
97	Theodore Tylor	2464	1930
98	Karel Hromádka	2464	1930
99	Reginald Michell	2461	1930
100	Willem Wertheim	2460	1930
1	Alexander Alekhine	2850	1931
2	José Capablanca	2778	1931
3	Aron Nimzowitsch	2762	1931
4	Isaac Kashdan	2731	1931
5	Efim Bogoljubow	2726	1931
6	Akiba Rubinstein	2721	1931
7	Max Euwe	2719	1931
8	Saviely Tartakower	2693	1931
9	Rudolf Spielmann	2661	1931
10	Milan Vidmar Sr	2654	1931
11	Carl Ahues	2651	1931
12	Salo Flohr	2632	1931
13	Géza Maróczy	2629	1931
14	Ernst Grünfeld	2622	1931
15	Mir Sultan Khan	2621	1931
16	Hermanis Matisons	2608	1931
17	Hans Kmoch	2608	1931
18	Albert Becker	2606	1931
19	Friedrich Sämisch	2604	1931
20	Paul List	2601	1931
21	Edgar Colle	2600	1931
22	Dawid Przepiórka	2599	1931
23	Frank Marshall	2599	1931
24	Josef Lokvenc	2593	1931
25	Carl Carls	2584	1931
26	Paul Johner	2583	1931
27	Karel Opocenský	2580	1931
28	Arpád Vajda	2580	1931
29	Endre Steiner	2580	1931
30	Frederick Yates	2578	1931
31	Kornél Havasi	2575	1931
32	Eugene Znosko-Borovsky	2574	1931
33	Boris Kostic	2572	1931
34	Karl Helling	2571	1931
35	Esteban Canal	2568	1931
36	Lajos Steiner	2567	1931
37	George Thomas	2566	1931
38	Vasja Pirc	2564	1931
39	Karel Treybal	2551	1931
40	Karl Gilg	2549	1931
41	Sándor Takács	2547	1931
42	Henri Weenink	2543	1931
43	Reginald Michell	2542	1931
44	Kurt Richter	2540	1931
45	Alfred Brinckmann	2536	1931
46	Hans Müller	2536	1931
47	Ludwig Rellstab Sr	2536	1931
48	Abraham Baratz	2531	1931
49	Ramon Rey Ardid	2524	1931
50	Carl Ruben	2524	1931
51	George Koltanowski	2521	1931
52	Paul Leonhardt	2513	1931
53	Heinrich Wagner	2511	1931
54	Victor Soultanbéieff	2509	1931
55	Kazimierz Makarczyk	2507	1931
56	Erik Sr Andersen	2503	1931
57	Baldur Hönlinger	2503	1931
58	Gösta Stoltz	2501	1931
59	William Winter	2500	1931
60	Isaías Pleci	2500	1931
61	Jakob Seitz	2498	1931
62	Amos Pokorný	2497	1931
63	Mario Monticelli	2497	1931
64	Herman Steiner	2497	1931
65	Gideon Ståhlberg	2496	1931
66	Jacques Mieses	2495	1931
67	Carlos Skalicka	2494	1931
68	Salo Landau	2483	1931
69	Teodor Regedzinski	2481	1931
70	Josef Rejfír	2480	1931
71	Oskar Hans Antze	2478	1931
72	Theodore Tylor	2472	1931
73	Karl Berndtsson-Kullberg	2471	1931
74	Vera Menchik	2469	1931
75	Vladimirs Petrovs	2469	1931
76	Siegfried Wolf	2466	1931
77	José Araiza Munoz	2462	1931
78	Imre König	2459	1931
79	Johannes van den Bosch	2459	1931
80	R Max Blümich	2458	1931
81	Edward Sergeant	2458	1931
82	Willi Schlage	2451	1931
83	Manuel Golmayo de la Torriente	2451	1931
84	Roberto Grau	2450	1931
85	Stefano Rosselli del Turco	2450	1931
86	Carlos Maderna	2435	1931
87	Jindrich Engel	2432	1931
88	Ladislav Proke	2427	1931
89	Leone Singer	2421	1931
90	Jose Vilardebo Picurena	2419	1931
91	Gerald Abrahams	2418	1931
92	Massimiliano Romi	2414	1931
93	Wilhelm Orbach	2413	1931
94	Walther von Holzhausen	2413	1931
95	Marcel Duchamp	2412	1931
96	Brian Reilly	2407	1931
97	Herbert Heinicke	2406	1931
98	Erik Lundin	2400	1931
99	Nathan Mannheimer	2397	1931
100	Berthold Koch	2395	1931
1	Alexander Alekhine	2849	1932
2	José Capablanca	2772	1932
3	Isaac Kashdan	2741	1932
4	Efim Bogoljubow	2729	1932
5	Aron Nimzowitsch	2726	1932
6	Max Euwe	2695	1932
7	Salo Flohr	2686	1932
8	Akiba Rubinstein	2683	1932
9	Saviely Tartakower	2669	1932
10	Mir Sultan Khan	2666	1932
11	Rudolf Spielmann	2656	1932
12	Milan Vidmar Sr	2650	1932
13	Albert Becker	2638	1932
14	Gösta Stoltz	2637	1932
15	Carl Ahues	2628	1932
16	Géza Maróczy	2627	1932
17	Boris Kostic	2626	1932
18	Ernst Grünfeld	2622	1932
19	Jácobo Bolbochán	2619	1932
20	Carlos Skalicka	2606	1932
21	Edgar Colle	2605	1932
22	Hermanis Matisons	2603	1932
23	Ludwig Rödl	2597	1932
24	Lajos Steiner	2592	1932
25	Kurt Richter	2584	1932
26	Al Horowitz	2582	1932
27	Josef Lokvenc	2581	1932
28	Paul List	2581	1932
29	Baldur Hönlinger	2579	1932
30	Hans Kmoch	2577	1932
31	Friedrich Sämisch	2573	1932
32	Ludwig Rellstab Sr	2570	1932
33	Dawid Przepiórka	2569	1932
34	Karel Opocenský	2567	1932
35	Gideon Ståhlberg	2566	1932
36	Josef Rejfír	2563	1932
37	Lajos Asztalos	2563	1932
38	Vladas Mikenas	2563	1932
39	Frank Marshall	2562	1932
40	Vasja Pirc	2561	1932
41	Alexander Kevitz	2559	1932
42	Salo Landau	2558	1932
43	Frederick Yates	2557	1932
44	Abraham Kupchik	2556	1932
45	Karl Helling	2555	1932
46	Endre Steiner	2551	1932
47	Herman Steiner	2549	1932
48	Imre König	2548	1932
49	Eugene Znosko-Borovsky	2545	1932
50	George Thomas	2543	1932
51	Abraham Baratz	2541	1932
52	Karel Treybal	2540	1932
53	Pál Réthy	2538	1932
54	Alejandro Nogues Acuna	2534	1932
55	Edward Jackson	2531	1932
56	Daniël Noteboom	2528	1932
57	Karl Gilg	2525	1932
58	Kornél Havasi	2522	1932
59	Vladimirs Petrovs	2519	1932
60	Cayetano Rebizzo	2519	1932
61	Emil Richter	2518	1932
62	Virgilio Fenoglio	2517	1932
63	Sándor Takács	2517	1932
64	Ramon Rey Ardid	2516	1932
65	Kazimierz Makarczyk	2516	1932
66	Isaías Pleci	2516	1932
67	Julio Lynch	2512	1932
68	Anthony Santasiere	2506	1932
69	Hans Johner	2505	1932
70	Heinrich Wagner	2501	1932
71	Victor Soultanbéieff	2498	1932
72	Jose Maria Cristia	2497	1932
73	Erik Sr Andersen	2497	1932
74	Reginald Michell	2496	1932
75	Hans Müller	2495	1932
76	Jakob Seitz	2492	1932
77	Fricis Apenieks	2490	1932
78	Jacques Mieses	2490	1932
79	Stefano Rosselli del Turco	2489	1932
80	Brian Reilly	2489	1932
81	Johannes Hermanus Addicks	2484	1932
82	William Winter	2483	1932
83	Isador Turover	2483	1932
84	Vera Menchik	2482	1932
85	Teodor Regedzinski	2477	1932
86	Enrique Ibanez	2472	1932
87	Roberto Grau	2471	1932
88	Theodore Tylor	2468	1932
89	José Araiza Munoz	2465	1932
90	Manuel Golmayo de la Torriente	2462	1932
91	Mario Monticelli	2462	1932
92	Miklós Szigeti	2458	1932
93	Laszlo Wiesel	2458	1932
94	Eduard Glass	2458	1932
95	Benito Villegas	2457	1932
96	Arpád Vajda	2457	1932
97	Carl Ruben	2456	1932
98	Ludwig Engels	2455	1932
99	Stefan Erdelyi	2454	1932
100	Luis Argentino Palau	2452	1932
1	Alexander Alekhine	2817	1933
2	Isaac Kashdan	2734	1933
3	José Capablanca	2726	1933
4	Salo Flohr	2714	1933
5	Max Euwe	2706	1933
6	Aron Nimzowitsch	2698	1933
7	Mir Sultan Khan	2689	1933
8	Efim Bogoljubow	2682	1933
9	Saviely Tartakower	2664	1933
10	Milan Vidmar Sr	2664	1933
11	Rudolf Spielmann	2663	1933
12	Akiba Rubinstein	2654	1933
13	Albert Becker	2651	1933
14	Gösta Stoltz	2649	1933
15	Géza Maróczy	2648	1933
16	Erich Eliskases	2637	1933
17	Lajos Steiner	2623	1933
18	Boris Kostic	2621	1933
19	Vasja Pirc	2609	1933
20	Esteban Canal	2607	1933
21	Ossip Bernstein	2599	1933
22	Ludwig Rödl	2594	1933
23	Carl Ahues	2593	1933
24	Andor Lilienthal	2590	1933
25	Jácobo Bolbochán	2588	1933
26	George Koltanowski	2582	1933
27	Kurt Richter	2574	1933
28	Karl Helling	2574	1933
29	Baldur Hönlinger	2573	1933
30	Endre Steiner	2573	1933
31	Gideon Ståhlberg	2568	1933
32	Karel Treybal	2568	1933
33	Ludwig Rellstab Sr	2568	1933
34	Friedrich Sämisch	2555	1933
35	Ernst Grünfeld	2555	1933
36	Lajos Asztalos	2555	1933
37	Arthur Dake	2554	1933
38	Carlos Skalicka	2552	1933
39	Josef Lokvenc	2549	1933
40	Conel Alexander	2549	1933
41	Vladas Mikenas	2549	1933
42	Frank Marshall	2542	1933
43	Dawid Przepiórka	2536	1933
44	Josef Rejfír	2534	1933
45	Herman Steiner	2529	1933
46	George Thomas	2528	1933
47	Imre König	2527	1933
48	Abraham Baratz	2524	1933
49	Imre Koródy Keresztély	2523	1933
50	Karel Opocenský	2522	1933
51	Reuben Fine	2516	1933
52	Jacques Mieses	2513	1933
53	Reginald Michell	2513	1933
54	Johannes van den Bosch	2513	1933
55	Eugene Znosko-Borovsky	2511	1933
56	Amos Pokorný	2506	1933
57	Hans Johner	2506	1933
58	Salo Landau	2504	1933
59	Paul Johner	2502	1933
60	Virgilio Fenoglio	2501	1933
61	Karl Gilg	2500	1933
62	Paul Robitsek	2498	1933
63	Vera Menchik	2498	1933
64	Alejandro Nogues Acuna	2496	1933
65	Paul List	2495	1933
66	Jose Maria Cristia	2493	1933
67	Hans Kmoch	2491	1933
68	Isaías Pleci	2489	1933
69	Stefano Rosselli del Turco	2489	1933
70	Erik Sr Andersen	2487	1933
71	Brian Reilly	2484	1933
72	Julio Lynch	2484	1933
73	Edward Jackson	2481	1933
74	Max Walter	2481	1933
75	Fricis Apenieks	2480	1933
76	Victor Berger	2480	1933
77	Yosef Porat	2479	1933
78	Heinrich Wagner	2479	1933
79	Harry Golombek	2476	1933
80	Herbert Heinicke	2472	1933
81	David Podhorzer	2470	1933
82	Robert Pikler	2469	1933
83	Willi Schlage	2468	1933
84	Hans Müller	2466	1933
85	Károly Sterk	2466	1933
86	Pál Réthy	2465	1933
87	Berthold Koch	2465	1933
88	Kornél Havasi	2463	1933
89	Gyula Lovas	2462	1933
90	Stefan Erdelyi	2461	1933
91	William Winter	2458	1933
92	Walter Henneberger	2457	1933
93	Theodore Tylor	2457	1933
94	Enrique Ibanez	2457	1933
95	Henry Grob	2456	1933
96	José Araiza Munoz	2452	1933
97	William Fairhurst	2451	1933
98	Jakob Seitz	2448	1933
99	Jules Rivier	2446	1933
100	Manuel Golmayo de la Torriente	2446	1933
1	Alexander Alekhine	2787	1934
2	Isaac Kashdan	2734	1934
3	Salo Flohr	2721	1934
4	Max Euwe	2702	1934
5	Efim Bogoljubow	2698	1934
6	Andor Lilienthal	2680	1934
7	José Capablanca	2680	1934
8	Mir Sultan Khan	2676	1934
9	Esteban Canal	2675	1934
10	Saviely Tartakower	2666	1934
11	Rudolf Spielmann	2665	1934
12	Milan Vidmar Sr	2662	1934
13	Mikhail Botvinnik	2661	1934
14	Aron Nimzowitsch	2657	1934
15	Géza Maróczy	2653	1934
16	Ossip Bernstein	2647	1934
17	Gösta Stoltz	2637	1934
18	Albert Becker	2635	1934
19	Erich Eliskases	2621	1934
20	Kurt Richter	2612	1934
21	Vladas Mikenas	2607	1934
22	Vasja Pirc	2603	1934
23	Frank Marshall	2599	1934
24	Lajos Steiner	2599	1934
25	Ernst Grünfeld	2595	1934
26	Ludwig Rödl	2591	1934
27	Gideon Ståhlberg	2587	1934
28	Endre Steiner	2583	1934
29	Carl Ahues	2582	1934
30	Karl Helling	2582	1934
31	Baldur Hönlinger	2581	1934
32	Arthur Dake	2580	1934
33	George Koltanowski	2574	1934
34	Luis Piazzini	2574	1934
35	Reuben Fine	2570	1934
36	Friedrich Sämisch	2569	1934
37	Carl Carls	2561	1934
38	Berthold Koch	2561	1934
39	Conel Alexander	2559	1934
40	Georg Kieninger	2559	1934
41	Gerhard Weissgerber	2558	1934
42	Herman Steiner	2558	1934
43	Emil Zinner	2553	1934
44	Ludwig Rellstab Sr	2551	1934
45	Carlos Skalicka	2546	1934
46	Hans Müller	2546	1934
47	Karel Opocenský	2544	1934
48	Paulin Frydman	2542	1934
49	Karel Treybal	2541	1934
50	Abraham Baratz	2537	1934
51	Jan Foltys	2536	1934
52	Josef Rejfír	2536	1934
53	Louis Betbeder Matibet	2534	1934
54	Walter Schwinner	2533	1934
55	Paul Robitsek	2532	1934
56	Jácobo Bolbochán	2529	1934
57	Vladimirs Petrovs	2524	1934
58	Erik Sr Andersen	2523	1934
59	Erik Lundin	2523	1934
60	Eduard Glass	2522	1934
61	Kazimierz Makarczyk	2520	1934
62	William Fairhurst	2519	1934
63	Jacques Mieses	2514	1934
64	Johannes van den Bosch	2514	1934
65	George Thomas	2514	1934
66	Hans Johner	2511	1934
67	Mario Monticelli	2507	1934
68	Karl Gilg	2505	1934
69	Ludwig Engels	2505	1934
70	Fricis Apenieks	2498	1934
71	Paul Vaitonis	2498	1934
72	Paul Johner	2497	1934
73	Vera Menchik	2496	1934
74	Amos Pokorný	2496	1934
75	Oskar Naegeli	2495	1934
76	Karl Berndtsson-Kullberg	2495	1934
77	Eugene Znosko-Borovsky	2495	1934
78	Jakob Seitz	2493	1934
79	Henry Grob	2491	1934
80	Max Walter	2491	1934
81	Stefano Rosselli del Turco	2488	1934
82	Pál Réthy	2488	1934
83	Kornél Havasi	2485	1934
84	Heinrich Von Hennig	2483	1934
85	Federico Norcia	2481	1934
86	Edward Jackson	2481	1934
87	Victor Berger	2479	1934
88	José Araiza Munoz	2478	1934
89	Paul List	2478	1934
90	Gyula Lovas	2476	1934
91	Harry Golombek	2476	1934
92	Teodor Regedzinski	2474	1934
93	Walter Henneberger	2473	1934
94	Robert Pikler	2471	1934
95	Willi Schlage	2471	1934
96	Jens Enevoldsen	2471	1934
97	Reginald Michell	2470	1934
98	Alfred Brinckmann	2465	1934
99	Victor Soultanbéieff	2464	1934
100	William Winter	2462	1934
1	Alexander Alekhine	2798	1935
2	Max Euwe	2751	1935
3	Salo Flohr	2739	1935
4	Efim Bogoljubow	2719	1935
5	Isaac Kashdan	2707	1935
6	Andor Lilienthal	2702	1935
7	Samuel Reshevsky	2680	1935
8	Arnold Denker	2677	1935
9	Vasja Pirc	2670	1935
10	Mir Sultan Khan	2662	1935
11	Mikhail Botvinnik	2659	1935
12	Esteban Canal	2645	1935
13	Ossip Bernstein	2644	1935
14	Gideon Ståhlberg	2641	1935
15	Rudolf Spielmann	2640	1935
16	Emanuel Lasker	2638	1935
17	Géza Maróczy	2636	1935
18	José Capablanca	2632	1935
19	Aron Nimzowitsch	2626	1935
20	Paulin Frydman	2624	1935
21	Ernst Grünfeld	2619	1935
22	Milan Vidmar Sr	2615	1935
23	Saviely Tartakower	2614	1935
24	Erich Eliskases	2614	1935
25	Gösta Stoltz	2605	1935
26	Reuben Fine	2605	1935
27	Lajos Steiner	2602	1935
28	Kurt Richter	2601	1935
29	Vladas Mikenas	2599	1935
30	Albert Becker	2586	1935
31	Friedrich Sämisch	2586	1935
32	Frank Marshall	2578	1935
33	Ludwig Rödl	2573	1935
34	Karl Helling	2570	1935
35	Arthur Dake	2570	1935
36	Emil Zinner	2566	1935
37	Berthold Koch	2565	1935
38	Carl Ahues	2561	1935
39	Jan Foltys	2561	1935
40	Herbert Heinicke	2560	1935
41	Ramon Rey Ardid	2559	1935
42	Baldur Hönlinger	2557	1935
43	Conel Alexander	2555	1935
44	Karl Gilg	2553	1935
45	Josef Rejfír	2552	1935
46	Gerhard Weissgerber	2550	1935
47	Vladimirs Petrovs	2549	1935
48	Herman Steiner	2548	1935
49	George Koltanowski	2548	1935
50	Karel Treybal	2548	1935
51	George Thomas	2547	1935
52	Georg Kieninger	2546	1935
53	Hans Johner	2545	1935
54	Erik Sr Andersen	2544	1935
55	Endre Steiner	2543	1935
56	Carl Carls	2540	1935
57	Pál Réthy	2540	1935
58	Ludwig Rellstab Sr	2540	1935
59	Louis Betbeder Matibet	2538	1935
60	Eduard Glass	2528	1935
61	Erik Lundin	2528	1935
62	William Fairhurst	2521	1935
63	R Max Blümich	2516	1935
64	Karel Opocenský	2513	1935
65	Immo Fuss	2509	1935
66	Jakob Seitz	2508	1935
67	Kornél Havasi	2508	1935
68	Enrique Reinhardt	2508	1935
69	Hans Müller	2508	1935
70	Vera Menchik	2507	1935
71	Karl Berndtsson-Kullberg	2507	1935
72	Jacques Mieses	2507	1935
73	Johannes van den Bosch	2502	1935
74	Reginald Michell	2500	1935
75	Mario Monticelli	2499	1935
76	Fricis Apenieks	2495	1935
77	Amos Pokorný	2492	1935
78	Paul Vaitonis	2491	1935
79	Károly Sterk	2488	1935
80	Luis Piazzini	2488	1935
81	Sándor Boros	2486	1935
82	Rudolf Pitschak	2484	1935
83	Lajos Asztalos	2480	1935
84	Wilfried Lange	2478	1935
85	Kurt Krause	2478	1935
86	Walter Schwinner	2475	1935
87	Ludwig Engels	2473	1935
88	Willi Schlage	2472	1935
89	Victor Soultanbéieff	2469	1935
90	Al Horowitz	2469	1935
91	Manuel Golmayo de la Torriente	2467	1935
92	Theodore Tylor	2467	1935
93	Jenö Székely	2466	1935
94	William Winter	2463	1935
95	Alfred Brinckmann	2463	1935
96	Stefano Rosselli del Turco	2460	1935
97	Rudolf Elstner	2460	1935
98	David Podhorzer	2460	1935
99	Arpád Vajda	2458	1935
100	Walther von Holzhausen	2457	1935
1	Max Euwe	2769	1936
2	Alexander Alekhine	2758	1936
3	Salo Flohr	2750	1936
4	Mikhail Botvinnik	2716	1936
5	Efim Bogoljubow	2705	1936
6	Samuel Reshevsky	2696	1936
7	Emanuel Lasker	2687	1936
8	José Capablanca	2680	1936
9	Paul Keres	2677	1936
10	László Szabó	2676	1936
11	Andor Lilienthal	2675	1936
12	Reuben Fine	2669	1936
13	Saviely Tartakower	2660	1936
14	Arthur Dake	2655	1936
15	Lajos Steiner	2645	1936
16	Isaac Kashdan	2640	1936
17	Erich Eliskases	2632	1936
18	Peter Romanovsky	2632	1936
19	George Koltanowski	2626	1936
20	Grigory Levenfish	2624	1936
21	Nikolay Riumin	2621	1936
22	Rudolf Spielmann	2618	1936
23	Ilya Rabinovich	2618	1936
24	Gideon Ståhlberg	2617	1936
25	Ossip Bernstein	2616	1936
26	Kurt Richter	2612	1936
27	Karel Opocenský	2611	1936
28	Ilia Kan	2610	1936
29	Ernst Grünfeld	2608	1936
30	Josek Kolski	2606	1936
31	Albert Becker	2606	1936
32	Wilhelm Ernst	2605	1936
33	Eero Böök	2605	1936
34	Paulin Frydman	2605	1936
35	Vasja Pirc	2605	1936
36	Milan Vidmar Sr	2596	1936
37	Viacheslav Ragozin	2595	1936
38	Pablo Michel	2587	1936
39	Erik Lundin	2583	1936
40	Vladimir Alatortsev	2579	1936
41	Carl Ahues	2578	1936
42	Georgy Lisitsin	2577	1936
43	Karl Gilg	2576	1936
44	Gösta Stoltz	2575	1936
45	Isaías Pleci	2574	1936
46	Luis Piazzini	2571	1936
47	Roberto Grau	2570	1936
48	Jácobo Bolbochán	2569	1936
49	Fedor Bohatirchuk	2568	1936
50	Fricis Apenieks	2568	1936
51	Victor Goglidze	2565	1936
52	Ernö Gereben	2564	1936
53	Kornél Havasi	2563	1936
54	Ludwig Engels	2559	1936
55	Herbert Heinicke	2559	1936
56	Aaron Schwartzman	2558	1936
57	Friedrich Sämisch	2556	1936
58	Emil Zinner	2549	1936
59	Erik Sr Andersen	2547	1936
60	Ramon Rey Ardid	2546	1936
61	Mikhail Yudovich	2544	1936
62	Frank Marshall	2544	1936
63	Pál Réthy	2543	1936
64	Josef Rejfír	2539	1936
65	Carl Carls	2539	1936
66	George Thomas	2539	1936
67	Jorge Pelikán	2538	1936
68	Ludwig Rödl	2538	1936
69	Luis Argentino Palau	2537	1936
70	Hans Johner	2537	1936
71	Eduard Glass	2536	1936
72	Baldur Hönlinger	2536	1936
73	Juan Vinuesa	2535	1936
74	Vladimir Makogonov	2529	1936
75	Karel Treybal	2527	1936
76	Sergey Belavenets	2527	1936
77	Al Horowitz	2526	1936
78	Vladimirs Petrovs	2525	1936
79	Hans Müller	2522	1936
80	Ludwig Rellstab Sr	2521	1936
81	Vitaly Chekhover	2519	1936
82	William Winter	2514	1936
83	Hans Kmoch	2513	1936
84	Jan Foltys	2512	1936
85	Guyla Kluger	2509	1936
86	Conel Alexander	2505	1936
87	Yosef Porat	2504	1936
88	Leonid Savitsky	2503	1936
89	Antonio Sacconi	2503	1936
90	Enrique Reinhardt	2503	1936
91	Vasily Panov	2502	1936
92	Gavriil Veresov	2502	1936
93	Harry Golombek	2501	1936
94	William Fairhurst	2500	1936
95	Carlos Guimard	2500	1936
96	Ernst Klein	2498	1936
97	Edward Sergeant	2497	1936
98	Gunnar Friedemann	2497	1936
99	Boris Kostic	2495	1936
100	Ivan Rohácek	2493	1936
1	Mikhail Botvinnik	2756	1937
2	José Capablanca	2751	1937
3	Max Euwe	2749	1937
4	Alexander Alekhine	2748	1937
5	Samuel Reshevsky	2748	1937
6	Salo Flohr	2736	1937
7	Reuben Fine	2718	1937
8	Emanuel Lasker	2671	1937
9	Paul Keres	2671	1937
10	Andor Lilienthal	2664	1937
11	Isaac Kashdan	2655	1937
12	Arthur Dake	2646	1937
13	Lajos Steiner	2642	1937
14	Efim Bogoljubow	2639	1937
15	Erich Eliskases	2635	1937
16	George Treysman	2633	1937
17	Jan Foltys	2632	1937
18	Miguel Najdorf	2632	1937
19	Saviely Tartakower	2629	1937
20	Vasja Pirc	2629	1937
21	Paul Schmidt	2624	1937
22	Gideon Ståhlberg	2623	1937
23	Viacheslav Ragozin	2617	1937
24	Peter Romanovsky	2613	1937
25	Géza Maróczy	2612	1937
26	Ilia Kan	2610	1937
27	Vsevolod Rauzer	2607	1937
28	László Szabó	2606	1937
29	Karel Opocenský	2604	1937
30	Carl Ahues	2604	1937
31	Grigory Levenfish	2604	1937
32	Rudolf Spielmann	2602	1937
33	Pablo Michel	2601	1937
34	Abraham Kupchik	2600	1937
35	Kurt Richter	2596	1937
36	Paulin Frydman	2596	1937
37	Henryk Friedmann	2594	1937
38	Herbert Heinicke	2586	1937
39	Ludwig Engels	2584	1937
40	Georgy Lisitsin	2584	1937
41	Nikolay Riumin	2583	1937
42	Ernst Grünfeld	2578	1937
43	Josek Kolski	2577	1937
44	Albert Simonson	2576	1937
45	Jorge Pelikán	2574	1937
46	Vladimir Alatortsev	2567	1937
47	Milan Vidmar Sr	2565	1937
48	Kurt1 Richter	2562	1937
49	Alexander Konstantinopolsky	2559	1937
50	Movsa Feigin	2558	1937
51	Isaías Pleci	2558	1937
52	Aaron Schwartzman	2557	1937
53	Gösta Stoltz	2554	1937
54	Fedor Bohatirchuk	2553	1937
55	Ludwig Rellstab Sr	2551	1937
56	Vitaly Chekhover	2549	1937
57	George Koltanowski	2547	1937
58	Albert Becker	2546	1937
59	Roberto Grau	2545	1937
60	Petar Trifunovic	2544	1937
61	Ilya Rabinovich	2544	1937
62	Mikhail Yudovich	2543	1937
63	Samuel Factor	2542	1937
64	Al Horowitz	2541	1937
65	Friedrich Sämisch	2541	1937
66	Erik Lundin	2540	1937
67	Simon Rubinstein	2539	1937
68	Vladimirs Petrovs	2538	1937
69	Ludwig Rödl	2536	1937
70	Wilhelm Ernst	2534	1937
71	Ernö Gereben	2533	1937
72	Kornél Havasi	2532	1937
73	Karl Gilg	2530	1937
74	Erik Sr Andersen	2528	1937
75	Alexander Kevitz	2528	1937
76	Hans Kmoch	2527	1937
77	Emil Zinner	2526	1937
78	Fricis Apenieks	2526	1937
79	Salo Landau	2523	1937
80	Arnold Denker	2521	1937
81	Boris Kostic	2521	1937
82	Bjørn Nielsen	2519	1937
83	Johannes van den Bosch	2517	1937
84	Carlos Guimard	2512	1937
85	Sergey Belavenets	2511	1937
86	Josef Rejfír	2510	1937
87	Alexander Ilyin-Zhenevsky	2505	1937
88	Jácobo Bolbochán	2504	1937
89	Karl Helling	2503	1937
90	Karel Treybal	2503	1937
91	Eero Böök	2501	1937
92	Vladimir Makogonov	2499	1937
93	Teodor Regedzinski	2498	1937
94	Isakas Vistaneckis	2497	1937
95	Luis Argentino Palau	2497	1937
96	Frank Marshall	2494	1937
97	Endre Steiner	2493	1937
98	Hans Müller	2490	1937
99	Harry Golombek	2489	1937
100	Juan Vinuesa	2487	1937
1	Alexander Alekhine	2760	1938
2	Max Euwe	2743	1938
3	Mikhail Botvinnik	2741	1938
4	José Capablanca	2740	1938
5	Salo Flohr	2734	1938
6	Samuel Reshevsky	2733	1938
7	Reuben Fine	2725	1938
8	Paul Keres	2717	1938
9	Isaac Kashdan	2683	1938
10	Emanuel Lasker	2663	1938
11	Grigory Levenfish	2657	1938
12	Lajos Steiner	2654	1938
13	Saviely Tartakower	2648	1938
14	Efim Bogoljubow	2647	1938
15	Erich Eliskases	2645	1938
16	Viacheslav Ragozin	2642	1938
17	Gideon Ståhlberg	2631	1938
18	Andor Lilienthal	2630	1938
19	Miguel Najdorf	2621	1938
20	Vasja Pirc	2621	1938
21	László Szabó	2619	1938
22	Vladimirs Petrovs	2618	1938
23	Alexander Konstantinopolsky	2617	1938
24	Vsevolod Rauzer	2613	1938
25	Jan Foltys	2612	1938
26	Arthur Dake	2611	1938
27	Endre Steiner	2610	1938
28	Géza Maróczy	2606	1938
29	Kurt Richter	2606	1938
30	Ludwig Rellstab Sr	2603	1938
